rank,name,profile,uid,changesets,map_changes,countries,editors,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
931,Rogoyski,https://www.openstreetmap.org/user/Rogoyski,67255,38,483,Poland,"JOSM/1.5 (18907 en_GB),Every Door Android 4.1,StreetComplete 55.1",148,153,6,55,113,6,0,2,0,38,68,0.0,4.0,40.0,133.0,1.0,2.0,17.0,11.0,"{""highway"": 40, ""surface"": 40, ""lit"": 31, ""check_date"": 23, ""wheelchair"": 21, ""addr:housenumber"": 20, ""addr:street"": 20, ""amenity"": 17, ""shop"": 16, ""name"": 15, ""footway"": 15, ""smoothness"": 13, ""bicycle_parking"": 11, ""capacity"": 11, ""covered"": 11, ""barrier"": 11, ""opening_hours"": 9, ""level"": 5, ""cycleway"": 5, ""brand"": 4, ""brand:wikidata"": 4, ""operator"": 3, ""note"": 3, ""healthcare"": 2, ""craft"": 2, ""noname"": 2, ""operator:wikidata"": 2, ""parcel_mail_in"": 2, ""information"": 2, ""map_size"": 2, ""map_type"": 2, ""tourism"": 2, ""leisure"": 2, ""sport"": 2, ""fence_type"": 2, ""landuse"": 2, ""bollard"": 1, ""addr:door"": 1, ""rental"": 1, ""beauty"": 1, ""name:pl"": 1, ""name:uk"": 1, ""parcel_pickup"": 1, ""man_made"": 1, ""alt_name"": 1, ""waterway"": 1, ""wikidata"": 1, ""wikipedia"": 1}","{""highway"": 133, ""surface"": 87, ""lit"": 42, ""tactile_paving"": 42, ""crossing"": 38, ""traffic_signals:sound"": 23, ""name"": 23, ""handrail"": 23, ""ramp"": 22, ""incline"": 22, ""button_operated"": 20, ""wheelchair"": 19, ""crossing_ref"": 19, ""ramp:stroller"": 18, ""traffic_signals:vibration"": 17, ""check_date"": 16, ""footway"": 16, ""opening_hours"": 15, ""barrier"": 13, ""noname"": 12, ""kerb"": 12, ""addr:housenumber"": 11, ""addr:street"": 11, ""amenity"": 11, ""crossing:island"": 9, ""crossing:markings"": 8, ""shop"": 8, ""addr:city"": 7, ""bicycle"": 6, ""network"": 6, ""operator"": 6, ""addr:postcode"": 6, ""oneway"": 6, ""wikidata"": 6, ""wikipedia"": 6, ""smoothness"": 6, ""landuse"": 6, ""ref"": 5, ""brand"": 5, ""brand:wikidata"": 5, ""maxspeed"": 5, ""survey:date"": 4, ""bench"": 4, ""bin"": 4, ""bus"": 4, ""public_transport"": 4, ""shelter"": 4, ""url"": 4, ""website"": 4, ""lanes"": 4, ""building"": 4, ""service"": 4, ""step_count"": 4, ""covered"": 3, ""access"": 3, ""alt_name"": 3, ""cuisine"": 3, ""note"": 3, ""cycleway"": 3, ""source:addr"": 3, ""area:highway"": 3, ""residential"": 3, ""check_date:ramp"": 3, ""image"": 2, ""cash_in"": 2, ""indoor"": 2, ""brand:wikipedia"": 2, ""email"": 2, ""payment:cash"": 2, ""phone"": 2, ""fee"": 2, ""source"": 2, ""sidewalk:left"": 2, ""sidewalk:right"": 2, ""cycleway:left"": 2, ""cycleway:right"": 2, ""cycleway:right:lane"": 2, ""lane_markings"": 2, ""parking"": 2, ""leisure"": 2, ""building:levels"": 2, ""nohousenumber"": 2, ""was:building"": 2, ""waterway"": 2, ""colour"": 2, ""route"": 2, ""type"": 2, ""mapillary"": 1, ""operator:wikidata"": 1, ""dispensing"": 1, ""ref:csioz"": 1, ""bicycle_parking"": 1, ""capacity"": 1, ""name:uk"": 1, ""name:ru"": 1, ""payment:blik"": 1, ""payment:contactless"": 1, ""payment:diners_club"": 1, ""payment:maestro"": 1, ""payment:mastercard"": 1, ""payment:sodexo"": 1, ""payment:v_pay"": 1, ""payment:visa"": 1, ""payment:visa_debit"": 1, ""payment:visa_electron"": 1, ""level"": 1, ""entrance"": 1, ""sport"": 1, ""payment:credit_cards"": 1, ""source:operator"": 1, ""outdoor_seating"": 1, ""addr:city:simc"": 1, ""foot"": 1, ""clothes"": 1, ""layer"": 1, ""tunnel"": 1, ""description"": 1, ""name:cs"": 1, ""name:de"": 1, ""name:en"": 1, ""name:fr"": 1, ""name:hu"": 1, ""name:it"": 1, ""name:nl"": 1, ""name:pl"": 1, ""name:sk"": 1, ""name:tr"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
932,ScottyThePilko,https://www.openstreetmap.org/user/ScottyThePilko,6139645,2,482,Australia,iD 2.27.3,423,1,0,55,3,0,0,0,0,2,0,22.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0,"{""building"": 22, ""addr:housenumber"": 20, ""addr:postcode"": 20, ""addr:state"": 20, ""addr:street"": 20, ""addr:suburb"": 20, ""barrier"": 20, ""access"": 9, ""highway"": 7, ""service"": 7, ""surface"": 4, ""landuse"": 4, ""leisure"": 2}","{""name"": 3, ""highway"": 2, ""maxspeed"": 2, ""surface"": 2, ""amenity"": 1, ""building"": 1, ""source"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
933,ianlopez1115,https://www.openstreetmap.org/user/ianlopez1115,44938,4,481,Philippines,"JOSM/1.5 (18907 en),iD 2.27.3",101,290,0,32,57,0,0,1,0,15,20,3.0,20.0,10.0,30.0,0.0,0.0,1.0,10.0,"{""landuse"": 17, ""access"": 15, ""residential"": 13, ""barrier"": 10, ""highway"": 10, ""addr:city"": 6, ""addr:housenumber"": 6, ""addr:postcode"": 6, ""addr:street"": 6, ""noexit"": 5, ""building"": 3, ""surface"": 2, ""name"": 2, ""leisure"": 1, ""denomination"": 1, ""denomination:wikidata"": 1, ""religion"": 1, ""amenity"": 1, ""parking"": 1, ""lanes"": 1, ""name:etymology"": 1, ""name:etymology:wikidata"": 1, ""oneway"": 1, ""postal_code"": 1}","{""name"": 47, ""highway"": 30, ""surface"": 25, ""addr:city"": 24, ""addr:street"": 23, ""addr:postcode"": 21, ""lanes"": 20, ""postal_code"": 20, ""building"": 20, ""name:etymology:wikidata"": 18, ""lit"": 16, ""name:etymology"": 12, ""addr:housenumber"": 11, ""amenity"": 10, ""operator"": 10, ""level"": 8, ""landuse"": 8, ""sidewalk"": 7, ""oneway"": 7, ""air_conditioning"": 6, ""addr:province"": 6, ""opening_hours"": 6, ""brand"": 5, ""shop"": 5, ""website"": 5, ""building:levels"": 5, ""crossing"": 4, ""addr:floor"": 4, ""addr:housename"": 4, ""brand:wikidata"": 4, ""mapillary"": 4, ""admin_level"": 4, ""boundary"": 4, ""religion"": 4, ""addr:unit"": 3, ""brand:wikipedia"": 3, ""name:zh"": 3, ""ref:vatin"": 3, ""payment:cash"": 3, ""barrier"": 3, ""description"": 3, ""check_date"": 3, ""alt_name"": 3, ""denomination"": 3, ""height"": 3, ""residential"": 3, ""addr:street:corner"": 2, ""branch"": 2, ""name:en"": 2, ""official_name"": 2, ""outdoor_seating"": 2, ""payment:gcash"": 2, ""phone"": 2, ""access"": 2, ""turn:lanes"": 2, ""wikidata"": 2, ""wikipedia"": 2, ""parking"": 2, ""addr:neighbourhood"": 2, ""cuisine"": 1, ""delivery"": 1, ""smoking"": 1, ""takeaway"": 1, ""device_charging"": 1, ""payment:maya"": 1, ""stroller"": 1, ""toilets"": 1, ""wheelchair"": 1, ""email"": 1, ""internet_access"": 1, ""office"": 1, ""entrance"": 1, ""source:position"": 1, ""survey:date"": 1, ""noexit"": 1, ""brand:facebook"": 1, ""lane_markings"": 1, ""source:name"": 1, ""community"": 1, ""noname"": 1, ""tourism"": 1, ""construction"": 1, ""cycleway"": 1, ""maxspeed"": 1, ""width"": 1, ""previously"": 1, ""denomination:wikidata"": 1, ""hoops"": 1, ""leisure"": 1, ""sport"": 1, ""source"": 1, ""note"": 1, ""name:ja"": 1, ""name:ru"": 1, ""name:uk"": 1, ""place"": 1, ""population"": 1, ""population:date"": 1, ""ref"": 1, ""source:population"": 1, ""type"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
934,samrat02,https://www.openstreetmap.org/user/samrat02,13255920,5,481,India,JOSM/1.5 (18193 en),332,66,2,79,2,0,0,0,0,0,0,79.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 79}","{""building"": 2}","#hotosm-project-15127,#OSMIndia,#OSMNorthEastIndia,#GREd,#GREdFoundation,#AssamMapping23",2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
935,Nielkrokodil,https://www.openstreetmap.org/user/Nielkrokodil,571107,13,479,Austria,"JOSM/1.5 (18907 de),StreetComplete 55.1",142,122,7,26,63,0,18,97,4,111,106,0.0,1.0,100.0,100.0,0.0,0.0,0.0,2.0,"{""name"": 152, ""public_transport"": 111, ""highway"": 100, ""bus"": 38, ""ref"": 30, ""surface"": 20, ""gtfs:feed"": 18, ""network"": 18, ""network:guid"": 18, ""network:short"": 18, ""operator"": 18, ""type"": 18, ""website"": 18, ""gtfs:route_id"": 17, ""from"": 15, ""public_transport:version"": 15, ""route"": 15, ""to"": 15, ""gtfs:shape_id"": 14, ""gtfs:trip_id:like"": 14, ""gtfs:trip_id:sample"": 14, ""ref_trips"": 14, ""lanes"": 11, ""maxspeed"": 10, ""source:maxspeed"": 8, ""source"": 7, ""sidewalk"": 4, ""route_master"": 4, ""via"": 4, ""oneway"": 3, ""lit"": 3, ""service"": 2, ""maxweight"": 2, ""cycleway:both"": 2, ""maxspeed:hgv"": 2, ""note"": 1, ""trailblazed"": 1, ""cycleway"": 1, ""alt_name"": 1}","{""name"": 255, ""ref"": 123, ""public_transport"": 103, ""highway"": 100, ""type"": 97, ""route"": 87, ""bus"": 84, ""network"": 79, ""operator"": 62, ""surface"": 48, ""from"": 38, ""to"": 38, ""website"": 36, ""public_transport:version"": 36, ""network:short"": 34, ""lanes"": 31, ""note"": 30, ""gtfs:feed"": 29, ""gtfs:route_id"": 29, ""network:guid"": 29, ""alt_name"": 28, ""maxspeed"": 28, ""description"": 27, ""gtfs:shape_id"": 26, ""gtfs:trip_id:like"": 26, ""gtfs:trip_id:sample"": 26, ""ref_trips"": 26, ""source:maxspeed"": 24, ""symbol"": 24, ""osmc:symbol"": 23, ""source"": 18, ""colour"": 17, ""ferry"": 14, ""loc_name"": 14, ""loc_ref"": 14, ""ref:RBL"": 14, ""subway"": 14, ""train"": 14, ""tram"": 14, ""ref:IFOPT"": 13, ""distance"": 10, ""oneway"": 8, ""lit"": 8, ""alternate"": 8, ""note:time"": 8, ""network:wikidata"": 6, ""sidewalk"": 6, ""fixme"": 5, ""maxweight"": 5, ""url"": 5, ""via"": 5, ""shelter"": 4, ""ref:stop_area"": 4, ""postal_code"": 4, ""service"": 4, ""note_1"": 4, ""route_master"": 4, ""ascent"": 4, ""descent"": 4, ""wheelchair"": 3, ""brand"": 3, ""brand:wikidata"": 3, ""brand:wikipedia"": 3, ""check_date:opening_hours"": 3, ""shop"": 3, ""network:wikipedia"": 3, ""roundtrip"": 3, ""amenity"": 2, ""check_date"": 2, ""addr:city"": 2, ""addr:country"": 2, ""addr:housenumber"": 2, ""addr:postcode"": 2, ""addr:street"": 2, ""opening_hours"": 2, ""bench"": 2, ""layer"": 2, ""cycleway:both"": 2, ""sac_scale"": 2, ""name:de"": 2, ""cash_in"": 1, ""crossing"": 1, ""opening_hours:signed"": 1, ""covered"": 1, ""building"": 1, ""building:levels"": 1, ""roof:shape"": 1, ""maxspeed:hgv"": 1, ""est_width"": 1, ""trailblazed"": 1, ""cycleway"": 1, ""maxspeed:backward"": 1, ""maxspeed:forward"": 1, ""source:maxspeed:backward"": 1, ""source:maxspeed:forward"": 1, ""landuse"": 1, ""lanes:backward"": 1, ""turn:lanes:forward"": 1, ""maxweight:conditional"": 1, ""reg_name"": 1, ""smoothness"": 1, ""bridge:structure"": 1, ""man_made"": 1, ""pilgrimage"": 1, ""int_name"": 1, ""name:en"": 1, ""wikidata"": 1, ""wikipedia"": 1, ""not:network"": 1, ""proposed:route"": 1, ""state"": 1, ""name:sl"": 1, ""note:de"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
936,Alricks,https://www.openstreetmap.org/user/Alricks,20748281,1,479,Panama,iD 2.27.3,454,0,0,10,15,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,"{""landuse"": 5, ""natural"": 5}","{""landuse"": 3, ""CAT_CALLE"": 2, ""ESTADO"": 2, ""FECHA"": 2, ""OBJECTID"": 2, ""RUTA_ID"": 2, ""RV_CATEGOR"": 2, ""highway"": 2, ""name"": 2, ""waterway"": 2, ""natural"": 2, ""cables"": 1, ""circuits"": 1, ""frequency"": 1, ""power"": 1, ""voltage"": 1, ""layer"": 1, ""tunnel"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
937,Ayush2022,https://www.openstreetmap.org/user/Ayush2022,17107374,1,479,Nepal,Rapid 2.2.1,248,93,57,56,10,15,0,0,0,0,0,52.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,"{""building"": 52, ""source"": 47, ""highway"": 4}","{""highway"": 7, ""building"": 3, ""horse"": 1, ""name"": 1, ""surface"": 1}","#gesan,#ayush2022",2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
938,elkodr,https://www.openstreetmap.org/user/elkodr,11611302,3,478,Canada,iD 2.27.3,235,157,7,32,45,2,0,0,0,12,7,0.0,3.0,41.0,41.0,0.0,0.0,0.0,0.0,"{""highway"": 41, ""footway"": 18, ""crossing"": 17, ""crossing:markings"": 12, ""traffic_calming"": 3, ""foot"": 1, ""lit"": 1}","{""highway"": 41, ""name"": 14, ""surface"": 14, ""lit"": 11, ""maxspeed"": 10, ""sidewalk"": 10, ""lanes"": 9, ""oneway"": 8, ""cycleway:right"": 7, ""service"": 7, ""crossing"": 4, ""crossing_ref"": 4, ""addr:housenumber"": 3, ""addr:postcode"": 3, ""addr:street"": 3, ""building"": 3, ""leisure"": 3, ""barrier"": 2, ""lcn"": 2, ""busway:right"": 2, ""lanes:psv"": 2, ""lanes:psv:conditional"": 2, ""psv:lanes"": 2, ""official_name"": 2, ""old_name"": 2, ""traffic_calming"": 1, ""note"": 1, ""man_made"": 1, ""lane_markings"": 1, ""landuse"": 1, ""turn:lanes"": 1, ""access"": 1, ""foot"": 1, ""footway"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
939,@Garam,https://www.openstreetmap.org/user/%40Garam,848749,1,478,Republic of Korea,iD 2.27.3,164,159,15,37,103,0,0,0,0,0,5,33.0,4.0,1.0,95.0,0.0,0.0,0.0,3.0,"{""building"": 33, ""leisure"": 3, ""sport"": 3, ""highway"": 1, ""service"": 1, ""wheelchair"": 1}","{""highway"": 95, ""name"": 93, ""name:ko"": 90, ""name:en"": 85, ""service"": 18, ""oneway"": 8, ""surface"": 6, ""building"": 4, ""public_transport"": 3, ""amenity"": 3, ""tactile_paving"": 3, ""route_ref"": 2, ""bench"": 2, ""bin"": 2, ""bus"": 2, ""shelter"": 2, ""sidewalk"": 2, ""leisure"": 2, ""landuse"": 2, ""residential"": 2, ""lanes"": 2, ""name:ko-Latn"": 1, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:street"": 1, ""ref"": 1, ""name:ja"": 1, ""wikidata"": 1, ""admin_level"": 1, ""boundary"": 1, ""natural"": 1, ""religion"": 1, ""noname"": 1, ""handrail"": 1, ""incline"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
940,Eric Bie,https://www.openstreetmap.org/user/Eric%20Bie,2141750,15,478,France,iD 2.27.3,279,81,29,55,33,1,0,0,0,36,5,7.0,9.0,21.0,18.0,0.0,0.0,6.0,0.0,"{""natural"": 37, ""highway"": 21, ""barrier"": 13, ""service"": 8, ""oneway"": 7, ""building"": 7, ""amenity"": 6, ""name"": 5, ""operator"": 4, ""addr:city"": 4, ""addr:postcode"": 3, ""office"": 3, ""website"": 3, ""operator:wikidata"": 3, ""recycling_type"": 3, ""image"": 2, ""source:image"": 2, ""leaf_type"": 2, ""crossing"": 2, ""addr:street"": 2, ""material"": 2, ""intermittent"": 2, ""water"": 2, ""aeroway"": 2, ""landuse"": 2, ""lit"": 1, ""public_bookcase:type"": 1, ""denotation"": 1, ""colour"": 1, ""man_made"": 1, ""utility"": 1, ""addr:housenumber"": 1, ""direction"": 1, ""height"": 1, ""leaf_cycle"": 1, ""crossing:markings"": 1, ""footway"": 1, ""recycling:wood"": 1, ""access"": 1, ""recycling:scrap_metal"": 1, ""parking"": 1, ""leisure"": 1}","{""highway"": 18, ""source"": 12, ""height"": 10, ""building"": 9, ""addr:city"": 6, ""name"": 6, ""building:levels"": 4, ""roof:colour"": 4, ""roof:material"": 4, ""roof:shape"": 4, ""barrier"": 4, ""material"": 4, ""natural"": 3, ""start_date"": 3, ""service"": 3, ""addr:housenumber"": 2, ""circumference"": 2, ""leaf_cycle"": 2, ""leaf_type"": 2, ""landuse"": 2, ""oneway"": 2, ""surface"": 2, ""direction"": 1, ""description"": 1, ""CLC:code"": 1, ""CLC:id"": 1, ""CLC:year"": 1, ""note"": 1, ""wall"": 1, ""access"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
941,famigliapileri,https://www.openstreetmap.org/user/famigliapileri,19689285,2,478,Italy,iD 2.27.3,443,8,0,25,2,0,0,0,0,0,0,4.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,"{""landuse"": 12, ""highway"": 8, ""service"": 6, ""building"": 4, ""leisure"": 1}","{""highway"": 2, ""source"": 1, ""surface"": 1, ""tracktype"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
942,saulsardzene,https://www.openstreetmap.org/user/saulsardzene,14196315,1,477,Latvia,iD 2.27.3,284,80,29,54,28,2,0,0,0,7,4,18.0,10.0,31.0,17.0,0.0,0.0,0.0,0.0,"{""highway"": 31, ""service"": 24, ""building"": 18, ""landuse"": 12}","{""highway"": 17, ""surface"": 11, ""source"": 11, ""maxspeed"": 10, ""name"": 10, ""building"": 10, ""addr:city"": 8, ""addr:country"": 8, ""addr:housenumber"": 8, ""addr:postcode"": 8, ""addr:street"": 8, ""ref:LV:addr"": 8, ""landuse"": 5, ""lanes"": 3, ""bicycle"": 3, ""name:lv"": 2, ""name:ru"": 2, ""oneway"": 1, ""service"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
943,Floris DC,https://www.openstreetmap.org/user/Floris%20DC,13424459,2,476,Belgium,iD 2.27.3,136,30,36,233,36,5,0,0,0,0,0,6.0,35.0,1.0,1.0,0.0,0.0,0.0,0.0,"{""barrier"": 225, ""building"": 6, ""leisure"": 1, ""highway"": 1, ""service"": 1}","{""building"": 35, ""source:geometry:date"": 35, ""source:geometry:ref"": 35, ""source:geometry"": 23, ""addr:housenumber"": 12, ""addr:street"": 12, ""layer"": 4, ""highway"": 1, ""maxspeed"": 1, ""name"": 1, ""name:etymology:wikidata"": 1, ""oneway"": 1, ""oneway:bicycle"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
944,Zoltan23,https://www.openstreetmap.org/user/Zoltan23,17925848,1,476,Romania,iD 2.27.3,357,52,2,60,5,0,0,0,0,0,0,59.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,"{""building"": 59, ""highway"": 1}","{""highway"": 3, ""maxspeed"": 3, ""name"": 3, ""surface"": 3, ""lanes"": 2, ""oneway"": 2, ""addr:city"": 2, ""addr:street"": 2, ""building"": 2}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
945,cryptickryptos,https://www.openstreetmap.org/user/cryptickryptos,7694591,7,474,United States of America,JOSM/1.5 (18822 en),359,55,15,25,19,1,0,0,0,11,0,2.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,"{""aeroway"": 24, ""surface"": 11, ""faa"": 6, ""name"": 6, ""barrier"": 5, ""wikidata"": 4, ""addr:state"": 3, ""natural"": 3, ""highway"": 2, ""ref"": 2, ""ele"": 2, ""gnis:county_name"": 2, ""gnis:created"": 2, ""gnis:feature_id"": 2, ""gnis:feature_type"": 2, ""source_ref"": 2, ""building"": 2, ""access"": 1, ""service"": 1, ""addr:city"": 1, ""addr:country"": 1, ""disused:aeroway"": 1, ""note"": 1, ""source"": 1, ""iata"": 1, ""icao"": 1}","{""aeroway"": 13, ""surface"": 9, ""building"": 7, ""ref"": 4, ""highway"": 3, ""access"": 1, ""service"": 1, ""tiger:cfcc"": 1, ""tiger:county"": 1, ""tiger:reviewed"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
946,sschmi129,https://www.openstreetmap.org/user/sschmi129,875894,3,474,Germany,iD 2.27.3,314,77,11,54,16,2,0,0,0,6,1,41.0,6.0,10.0,10.0,0.0,0.0,0.0,0.0,"{""building"": 41, ""highway"": 10, ""entrance"": 6, ""building:part"": 3, ""service"": 3, ""addr:city"": 1, ""addr:country"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""description"": 1, ""name"": 1, ""website"": 1, ""layer"": 1}","{""highway"": 10, ""surface"": 7, ""name"": 6, ""building"": 6, ""addr:city"": 5, ""addr:housenumber"": 5, ""addr:postcode"": 5, ""addr:street"": 5, ""maxspeed"": 3, ""service"": 2, ""bus"": 1, ""network"": 1, ""network:short"": 1, ""network:wikidata"": 1, ""public_transport"": 1, ""cycleway"": 1, ""lit"": 1, ""oneway"": 1, ""oneway:bicycle"": 1, ""landuse"": 1, ""shop"": 1, ""covered"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
947,Abn_976,https://www.openstreetmap.org/user/Abn_976,9227364,10,473,Mayotte,JOSM/1.5 (18822 fr),22,449,1,0,1,0,0,0,0,16,447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""denotation"": 16, ""description"": 16, ""genus"": 16, ""leaf_cycle"": 16, ""leaf_type"": 16, ""natural"": 16, ""source"": 16, ""species"": 16, ""survey:date"": 16, ""taxon"": 16, ""wikimedia_commons"": 16, ""wikipedia"": 16, ""genus:fr"": 1, ""species:fr"": 1}","{""denotation"": 447, ""genus"": 447, ""leaf_cycle"": 447, ""leaf_type"": 447, ""natural"": 447, ""source"": 447, ""species"": 447, ""survey:date"": 447, ""taxon"": 447, ""wikimedia_commons"": 447, ""wikipedia"": 447, ""description"": 10, ""genus:fr"": 9, ""source:url"": 6, ""species:fr"": 2, ""landuse"": 1, ""name"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
948,ahunterg95,https://www.openstreetmap.org/user/ahunterg95,14849351,7,472,Australia,iD 2.27.3,430,4,18,12,4,4,0,0,0,3,0,1.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,"{""man_made"": 6, ""name"": 5, ""highway"": 4, ""content"": 3, ""material"": 3, ""amenity"": 2, ""access"": 1, ""building"": 1, ""changing_table"": 1, ""toilets:disposal"": 1, ""unisex"": 1, ""wheelchair"": 1, ""tourism"": 1, ""aeroway"": 1, ""landuse"": 1, ""capacity"": 1}","{""name"": 4, ""highway"": 3, ""informal"": 1, ""note"": 1, ""source"": 1, ""trail_visibility"": 1, ""backcountry"": 1, ""caravans"": 1, ""fee"": 1, ""power_supply"": 1, ""reservation"": 1, ""shower"": 1, ""tents"": 1, ""toilets"": 1, ""tourism"": 1, ""website"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
949,Canyon Runner,https://www.openstreetmap.org/user/Canyon%20Runner,108619,1,472,United States of America,JOSM/1.5 (18822 en),457,0,0,14,1,0,0,0,0,1,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,"{""barrier"": 10, ""material"": 10, ""wall"": 10, ""landuse"": 2, ""highway"": 2, ""smoothness"": 2, ""surface"": 2, ""access"": 1, ""leisure"": 1, ""leaf_cycle"": 1, ""leaf_type"": 1, ""bicycle"": 1, ""foot"": 1, ""motor_vehicle"": 1, ""ski"": 1, ""snowmobile"": 1, ""trail_visibility"": 1, ""vehicle"": 1, ""wheelchair"": 1}","{""highway"": 1, ""name"": 1, ""name_1"": 1, ""surface"": 1, ""tiger:cfcc"": 1, ""tiger:county"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
